GeneID,GeneName,p-value,log2FC
ENSG00000105514,RAB3D,0.100547268,-0.7
ENSG00000105516,DBP,0.283134028,-0.9
ENSG00000105518,TMEM205,0.094798169,0.6
ENSG00000105519,CAPS,0.003780615,1.5
ENSG00000105520,PLPPR2,0.028859803,-0.7
ENSG00000105523,FAM83E,1,0.6
ENSG00000105538,RASIP1,0.077380409,2.2
ENSG00000105549,THEG,1,0.4
ENSG00000105550,FGF21,1,-0.6
ENSG00000105552,BCAT2,5.73e-06,-1.5
ENSG00000105556,MIER2,0.686140576,-0.2
ENSG00000105559,PLEKHA4,0.191377632,0.9
ENSG00000105568,PPP2R1A,0.919917038,0
ENSG00000105576,TNPO2,0.020251122,-0.7
ENSG00000105583,WDR83OS,1,0.4
ENSG00000105605,CACNG7,1,0
ENSG00000105607,GCDH,0.297519813,-0.4
ENSG00000105609,LILRB5,1,0.2
ENSG00000105610,KLF1,1,0.2
ENSG00000105612,DNASE2,0.156221786,-0.6
ENSG00000105613,MAST1,0.228515605,-1.3
ENSG00000105617,LENG1,0.406471078,-0.4
ENSG00000105618,PRPF31,0.051031156,-0.6
ENSG00000105619,TFPT,0.675890927,0.2
ENSG00000105639,JAK3,1.21e-08,4.4
ENSG00000105640,RPL18A,0.070321867,-0.5
ENSG00000105641,SLC5A5,1,0.7
ENSG00000105642,KCNN1,1,1
ENSG00000105643,ARRDC2,0.540665344,0.3
ENSG00000105647,PIK3R2,1,-0.6
ENSG00000105649,RAB3A,0.157878578,-1.2
ENSG00000105650,PDE4C,1,0.4
ENSG00000105655,ISYNA1,0.094477164,1.2
ENSG00000105656,ELL,0.369339035,0.4
ENSG00000105662,CRTC1,0.736638624,-0.2
ENSG00000105664,COMP,0.000412657,4.2
ENSG00000105668,UPK1A,1,1.5
ENSG00000105669,COPE,0.570316774,0.2
ENSG00000105671,DDX49,0.067826854,-0.7
ENSG00000105672,ETV2,0.525096329,1
ENSG00000105675,ATP4A,1,0.5
ENSG00000105676,ARMC6,0.04975304,-0.7
ENSG00000105677,TMEM147,0.002862521,-0.8
ENSG00000105679,GAPDHS,1,0.9
ENSG00000105695,MAG,1,0
ENSG00000105696,TMEM59L,0.130448669,1.9
ENSG00000105697,HAMP,1,0.6
ENSG00000105698,USF2,0.474967736,-0.3
ENSG00000105699,LSR,0.00053266,2.2
ENSG00000105700,KXD1,0.155748108,-0.4
ENSG00000105701,FKBP8,0.676863329,0.2
ENSG00000105705,SUGP1,0.800510978,-0.1
ENSG00000105707,HPN,1,0
ENSG00000105708,ZNF14,0.552373968,0.2
ENSG00000105711,SCN1B,0.000263095,1.9
ENSG00000105717,PBX4,0.049348336,1.3
ENSG00000105722,ERF,0.055132528,-0.7
ENSG00000105723,GSK3A,0.000351935,-0.7
ENSG00000105726,ATP13A1,0.562963209,-0.2
ENSG00000105732,ZNF574,0.351726193,-0.3
ENSG00000105737,GRIK5,0.9429743,0.1
ENSG00000105738,SIPA1L3,0.395370113,-0.4
ENSG00000105750,ZNF85,0.441688996,-0.3
ENSG00000105755,ETHE1,0.000534997,1.1
ENSG00000105767,CADM4,0.245314348,0.8
ENSG00000105771,SMG9,6.38e-05,-0.8
ENSG00000105778,AVL9,0.823998691,-0.1
ENSG00000105784,RUNDC3B,0.369707452,1.4
ENSG00000105792,CFAP69,0.937257012,-0.1
ENSG00000105793,GTPBP10,0.094477164,-0.4
ENSG00000105793,GTPBP10,0.094477164,-0.4
ENSG00000105808,RASA4,0.266166251,1.6
ENSG00000105810,CDK6,1.49e-10,-1.1
ENSG00000105819,PMPCB,0.00235279,-0.6
ENSG00000105821,DNAJC2,0.000671,-0.9
ENSG00000105825,TFPI2,5.15e-09,2.4
ENSG00000105829,BET1,0.211003253,-0.5
ENSG00000105835,NAMPT,0.886001243,0.1
ENSG00000105849,TWISTNB,0.001266269,-0.7
ENSG00000105851,PIK3CG,1,1.1
ENSG00000105852,PON3,1,-0.3
ENSG00000105854,PON2,0.952844259,0
ENSG00000105855,ITGB8,0.764532112,-0.4
ENSG00000105856,HBP1,0.497644293,-0.4
ENSG00000105865,DUS4L,0.997800384,0
ENSG00000105866,SP4,0.000234393,-1
ENSG00000105875,WDR91,0.019457705,-0.7
ENSG00000105877,DNAH11,8.61e-05,-2.5
ENSG00000105879,CBLL1,0.002289256,-0.6
ENSG00000105880,DLX5,0.916820744,0.2
ENSG00000105887,MTPN,2.58e-06,-0.9
ENSG00000105889,STEAP1B,1.36e-06,-1.7
ENSG00000105889,STEAP1B,1.36e-06,-1.7
ENSG00000105894,PTN,0.008193325,-1.4
ENSG00000105926,MPP6,1.03e-10,-1.5
ENSG00000105928,GSDME,0.896650513,0.1
ENSG00000105929,ATP6V0A4,0.005636228,3.4
ENSG00000105939,ZC3HAV1,0.014863813,0.7
ENSG00000105948,TTC26,5.82e-08,-1.2
ENSG00000105953,OGDH,0.929321891,0
ENSG00000105954,NPVF,1,0
ENSG00000105963,ADAP1,0.087213196,2.3
ENSG00000105967,TFEC,0.1593132,2
ENSG00000105968,H2AZ2,0.000185515,-1
ENSG00000105971,CAV2,0.00052193,-0.8
ENSG00000105974,CAV1,4.75e-09,-2
ENSG00000105976,MET,4.21e-06,-0.9
ENSG00000105982,RNF32,0.93839797,-0.1
ENSG00000105983,LMBR1,1.86e-10,-1.3
ENSG00000105989,WNT2,1,-0.1
ENSG00000105991,HOXA1,0.038826907,1
ENSG00000105993,DNAJB6,0.062599024,-0.5
ENSG00000105996,HOXA2,0.662258669,-0.5
ENSG00000105997,HOXA3,0.921899091,0.1
ENSG00000106003,LFNG,0.924780217,-0.1
ENSG00000106004,HOXA5,0.000901644,1.4
ENSG00000106006,HOXA6,0.168982444,1.5
ENSG00000106009,BRAT1,0.643713993,0.2
ENSG00000106012,IQCE,0.338890595,0.3
ENSG00000106013,ANKRD7,0.231582625,-1.3
ENSG00000106018,VIPR2,1,0
ENSG00000106025,TSPAN12,0.022920241,2.3
ENSG00000106028,SSBP1,0.000584223,-0.7
ENSG00000106031,HOXA13,7.05e-11,5
ENSG00000106034,CPED1,0.479385245,0.3
ENSG00000106038,EVX1,1,0.2
ENSG00000106049,HIBADH,0.04775432,-0.6
ENSG00000106052,TAX1BP1,0.71996379,0.1
ENSG00000106066,CPVL,1.17e-09,6
ENSG00000106069,CHN2,1,0.2
ENSG00000106070,GRB10,6.79e-05,1.2
ENSG00000106077,ABHD11,0.937308691,0.1
ENSG00000106078,COBL,1,0.2
ENSG00000106080,FKBP14,5.65e-05,-1
ENSG00000106086,PLEKHA8,0.015317987,-0.6
ENSG00000106089,STX1A,0.14657887,0.8
ENSG00000106100,NOD1,0.082435013,-0.6
ENSG00000106105,GARS1,0.122961614,-0.7
ENSG00000106113,CRHR2,0.663169088,0.7
ENSG00000106123,EPHB6,0.685795485,-0.5
ENSG00000106125,MINDY4,0.766198115,0.4
ENSG00000106128,GHRHR,1,0.4
ENSG00000106144,CASP2,0.00817203,-0.6
ENSG00000106153,CHCHD2,0.020395373,-0.6
ENSG00000106178,CCL24,1,0.2
ENSG00000106211,HSPB1,0.811143207,-0.1
ENSG00000106236,NPTX2,0.753889907,-0.3
ENSG00000106244,PDAP1,0.000129475,-0.8
ENSG00000106245,BUD31,0.061328322,-0.5
ENSG00000106246,PTCD1,0.485903213,0.5
ENSG00000106258,CYP3A5,0.014884018,2.2
ENSG00000106261,ZKSCAN1,0.961008226,0
ENSG00000106263,EIF3B,0.003561089,-0.8
ENSG00000106266,SNX8,0.046463122,0.7
ENSG00000106268,NUDT1,0.019552897,-0.6
ENSG00000106278,PTPRZ1,0.041252284,2.7
ENSG00000106290,TAF6,0.082484996,-0.4
ENSG00000106299,WASL,0.941130208,0
ENSG00000106302,HYAL4,1,0.2
ENSG00000106304,SPAM1,1,0
ENSG00000106305,AIMP2,0.166803185,-0.6
ENSG00000106327,TFR2,0.038430126,2.4
ENSG00000106328,FSCN3,0.34010209,1.4
ENSG00000106330,MOSPD3,0.263374761,-0.5
ENSG00000106331,PAX4,1,-0.3
ENSG00000106333,PCOLCE,0.006096985,-0.9
ENSG00000106336,FBXO24,0.618706847,-0.6
ENSG00000106341,PPP1R17,1,0.2
ENSG00000106344,RBM28,2.5e-05,-1.2
ENSG00000106346,USP42,0.345228052,-0.3
ENSG00000106348,IMPDH1,0.006748986,-1.1
ENSG00000106351,AGFG2,0.39147878,0.3
ENSG00000106355,LSM5,0.001877555,-0.8
ENSG00000106366,SERPINE1,0.91011223,-0.1
ENSG00000106367,AP1S1,0.030322792,-0.7
ENSG00000106384,MOGAT3,1,0.4
ENSG00000106392,C1GALT1,0.028310859,-0.7
ENSG00000106397,PLOD3,0.00088895,-0.9
ENSG00000106399,RPA3,0.000481657,-1
ENSG00000106400,ZNHIT1,0.418405195,-0.3
ENSG00000106404,CLDN15,0.900248045,0.1
ENSG00000106410,NOBOX,1,0.2
ENSG00000106415,GLCCI1,0.018732094,-0.7
ENSG00000106436,MYL10,1,0.4
ENSG00000106443,PHF14,1.76e-09,-1.2
ENSG00000106459,NRF1,0.000276349,-0.9
ENSG00000106460,TMEM106B,0.058571137,-0.5
ENSG00000106462,EZH2,0.014898281,-1
ENSG00000106477,CEP41,0.00087101,-1
ENSG00000106479,ZNF862,0.658339734,-0.2
ENSG00000106483,SFRP4,1,1.6
ENSG00000106484,MEST,1,-1.2
ENSG00000106511,MEOX2,2.17e-11,-2.2
ENSG00000106524,ANKMY2,0.854650444,-0.1
ENSG00000106526,ACTR3C,0.122013664,2.2
ENSG00000106536,POU6F2,1,1.4
ENSG00000106537,TSPAN13,0.003414307,1.4
ENSG00000106538,RARRES2,0.000154063,4.3
ENSG00000106541,AGR2,1,0
ENSG00000106546,AHR,0.490817089,0.3
ENSG00000106554,CHCHD3,0.009073549,-0.6
ENSG00000106560,GIMAP2,0.103251353,1.9
ENSG00000106565,TMEM176B,0.099182741,2.3
ENSG00000106571,GLI3,0.016963046,-0.5
ENSG00000106588,PSMA2,0.002646958,-0.9
ENSG00000106591,MRPL32,0.218160366,-0.4
ENSG00000106603,COA1,0.079905938,-0.4
ENSG00000106605,BLVRA,0.049642801,0.5
ENSG00000106608,URGCP,0.082880574,0.5
ENSG00000106609,TMEM248,0.000935747,-0.7
ENSG00000106615,RHEB,0.243590963,-0.4
ENSG00000106617,PRKAG2,0.846683832,-0.2
ENSG00000106624,AEBP1,1,4.2
ENSG00000106628,POLD2,0.003332437,-0.8
ENSG00000106631,MYL7,1,0
ENSG00000106633,GCK,0.917885675,-0.1
ENSG00000106635,BCL7B,0.998107228,0
ENSG00000106636,YKT6,0.762043509,-0.1
ENSG00000106638,TBL2,0.124189971,-0.4
ENSG00000106648,GALNTL5,1,0
ENSG00000106665,CLIP2,0.587449982,0.3
ENSG00000106682,EIF4H,0.040765513,-0.5
ENSG00000106683,LIMK1,0.154316671,0.6
ENSG00000106686,SPATA6L,0.468392741,0.8
ENSG00000106688,SLC1A1,0.160023839,1.9
ENSG00000106689,LHX2,0.385489596,-0.5
ENSG00000106692,FKTN,0.551232281,-0.2
ENSG00000106701,FSD1L,0.819680085,-0.1
ENSG00000106714,CNTNAP3,1,0
ENSG00000106723,SPIN1,0.189853548,-0.3
ENSG00000106733,NMRK1,0.000343399,1.2
ENSG00000106771,TMEM245,0.034739405,0.6
ENSG00000106772,PRUNE2,1.42e-31,6.3
ENSG00000106780,MEGF9,0.775465431,-0.1
ENSG00000106785,TRIM14,0.000163563,1.2
ENSG00000106789,CORO2A,0.000853493,3.4
ENSG00000106799,TGFBR1,2.73e-06,1.2
ENSG00000106803,SEC61B,0.402326002,0.3
ENSG00000106804,C5,0.223185478,0.6
ENSG00000106809,OGN,1,-0.6
ENSG00000106819,ASPN,0.62481841,0.6
ENSG00000106823,ECM2,0.077128318,-1.2
ENSG00000106829,TLE4,0.000306268,-1.2
ENSG00000106852,LHX6,0.007548444,2.7
ENSG00000106853,PTGR1,3.11e-06,1
ENSG00000106868,SUSD1,2.46e-32,6
ENSG00000106927,AMBP,0.343120483,1.4
ENSG00000106948,AKNA,0.032750996,1.4
ENSG00000106952,TNFSF8,1,1.1
ENSG00000106976,DNM1,0.005139075,-0.7
ENSG00000106991,ENG,9.68e-05,0.7
ENSG00000106992,AK1,0.006780006,1.2
ENSG00000106993,CDC37L1,9.01e-05,-1
ENSG00000107014,RLN2,1,0.7
ENSG00000107018,RLN1,1,-0.4
ENSG00000107020,PLGRKT,0.097536514,-0.5
ENSG00000107021,TBC1D13,0.790288929,0.1
ENSG00000107036,RIC1,1.77e-10,-1.5
ENSG00000107077,KDM4C,2.38e-05,-1.3
ENSG00000107099,DOCK8,0.210369116,1.8
ENSG00000107104,KANK1,0.15095493,-0.6
ENSG00000107105,ELAVL2,0.174445563,1.9
ENSG00000107130,NCS1,0.927065043,0
ENSG00000107140,TESK1,0.028657194,0.8
ENSG00000107147,KCNT1,1,0.3
ENSG00000107159,CA9,1,-2.6
ENSG00000107164,FUBP3,0.13785888,0.4
ENSG00000107165,TYRP1,0.880896412,-0.3
ENSG00000107175,CREB3,0.000937837,0.9
ENSG00000107185,RGP1,0.924602399,0
ENSG00000107186,MPDZ,1.77e-09,-1.7
ENSG00000107187,LHX3,1,-0.5
ENSG00000107201,DDX58,2.81e-17,2.8
ENSG00000107223,EDF1,0.700056611,0.1
ENSG00000107242,PIP5K1B,0.116223949,2.2
ENSG00000107249,GLIS3,0.762113747,-0.2
ENSG00000107262,BAG1,0.057623938,0.8
ENSG00000107263,RAPGEF1,0.00083347,0.9
ENSG00000107281,NPDC1,0.693269694,0.3
ENSG00000107282,APBA1,0.937600922,0
ENSG00000107290,SETX,0.01600007,0.5
ENSG00000107295,SH3GL2,0.14121368,2
ENSG00000107317,PTGDS,1,0.4
ENSG00000107331,ABCA2,0.097631821,0.6
ENSG00000107338,SHB,0.901888026,0.1
ENSG00000107341,UBE2R2,0.896697267,-0.1
ENSG00000107362,ABHD17B,0.601193395,-0.2
ENSG00000107371,EXOSC3,0.220992834,-0.5
ENSG00000107372,ZFAND5,0.308848626,0.2
ENSG00000107404,DVL1,0.855643173,0.1
ENSG00000107438,PDLIM1,2.25e-07,-1.2
ENSG00000107443,CCNJ,0.307299569,-0.3
ENSG00000107447,DNTT,1,0.2
ENSG00000107485,GATA3,0.245902237,-1.1
ENSG00000107518,ATRNL1,0.008208375,3.3
ENSG00000107521,HPS1,0.005780729,0.9
ENSG00000107537,PHYH,0.73092963,-0.1
ENSG00000107551,RASSF4,0.24155584,-0.6
ENSG00000107554,DNMBP,0.467493109,0.4
ENSG00000107560,RAB11FIP2,0.006046899,0.6
ENSG00000107562,CXCL12,8.15e-58,9.3
ENSG00000107566,ERLIN1,0.88528115,-0.1
ENSG00000107581,EIF3A,0.95504583,0
ENSG00000107593,PKD2L1,1,0.9
ENSG00000107611,CUBN,0.696853403,-0.2
ENSG00000107614,TRDMT1,6.62e-06,-1.2
ENSG00000107625,DDX50,0.578401452,-0.2
ENSG00000107643,MAPK8,0.129809099,-0.4
ENSG00000107651,SEC23IP,0.295808379,0.2
ENSG00000107669,ATE1,0.463700853,0.3
ENSG00000107672,NSMCE4A,0.201048215,-0.4
ENSG00000107679,PLEKHA1,0.564000955,0.2
ENSG00000107719,PALD1,0.016488141,3.1
ENSG00000107731,UNC5B,0.014255228,1.4
ENSG00000107736,CDH23,0.003347529,3.6
ENSG00000107738,VSIR,2.95e-14,5.4
ENSG00000107742,SPOCK2,0.017629625,3
ENSG00000107745,MICU1,0.477774187,0.2
ENSG00000107758,PPP3CB,0.843081371,-0.1
ENSG00000107771,CCSER2,0.406000343,0.2
ENSG00000107779,BMPR1A,0.988486831,0
ENSG00000107789,MINPP1,0.461758097,0.2
ENSG00000107796,ACTA2,1.01e-07,2.5
ENSG00000107798,LIPA,0.000420712,-1
ENSG00000107807,TLX1,1,0
ENSG00000107815,TWNK,0.012295201,-0.7
ENSG00000107816,LZTS2,0.081210585,0.6
ENSG00000107819,SFXN3,0.225795301,0.5
ENSG00000107821,KAZALD1,0.642640891,0.2
ENSG00000107829,FBXW4,0.000966679,1
ENSG00000107831,FGF8,1,0
ENSG00000107833,NPM3,0.017719888,-0.7
ENSG00000107854,TNKS2,0.012817995,0.5
ENSG00000107859,PITX3,0.288606981,1.5
ENSG00000107862,GBF1,0.203078802,0.3
ENSG00000107863,ARHGAP21,0.151445749,-0.4
ENSG00000107864,CPEB3,0.153149123,0.7
ENSG00000107872,FBXL15,0.017422701,1.8
ENSG00000107874,CUEDC2,0.365182785,0.3
ENSG00000107882,SUFU,0.626785807,-0.2
ENSG00000107890,ANKRD26,0.001848042,-0.8
ENSG00000107897,ACBD5,0.687174698,-0.1
ENSG00000107902,LHPP,0.914539946,-0.1
ENSG00000107929,LARP4B,0.003233973,-0.7
ENSG00000107937,GTPBP4,4.44e-06,-1
ENSG00000107938,EDRF1,0.735214911,-0.1
ENSG00000107949,BCCIP,0.719981568,0.1
ENSG00000107951,MTPAP,0.000262384,-0.8
ENSG00000107954,NEURL1,2.96e-08,5.6
ENSG00000107957,SH3PXD2A,0.001071712,1
ENSG00000107959,PITRM1,2.27e-10,-1.3
ENSG00000107960,STN1,0.472010819,0.3
ENSG00000107968,MAP3K8,0.002722773,1.7
ENSG00000107984,DKK1,2.39e-11,2.9
ENSG00000108001,EBF3,0.560330778,0.3
ENSG00000108010,GLRX3,0.124464724,0.4
ENSG00000108018,SORCS1,0.168095463,-2
ENSG00000108021,TASOR2,0.000253954,-0.8
ENSG00000108039,XPNPEP1,0.232353705,0.3
ENSG00000108055,SMC3,0.557493477,-0.2
ENSG00000108061,SHOC2,0.064603922,0.5
ENSG00000108064,TFAM,0.249298277,-0.3
ENSG00000108091,CCDC6,0.066273083,-0.4
ENSG00000108094,CUL2,0.00579056,-0.7
ENSG00000108100,CCNY,0.000112952,-0.8
ENSG00000108106,UBE2S,0.064545165,-0.7
ENSG00000108107,RPL28,0.007451494,-0.8
ENSG00000108175,ZMIZ1,0.004438126,0.8
ENSG00000108176,DNAJC12,0.695760688,-0.4
ENSG00000108179,PPIF,0.733096693,0.2
ENSG00000108187,PBLD,0.163416019,0.5
ENSG00000108219,TSPAN14,1.85e-09,1.2
ENSG00000108231,LGI1,0.251980836,1.7
ENSG00000108239,TBC1D12,0.333195708,0.3
ENSG00000108242,CYP2C18,1,0
ENSG00000108244,KRT23,1,-0.1
ENSG00000108255,CRYBA1,1,0
ENSG00000108256,NUFIP2,0.751561291,0.1
ENSG00000108262,GIT1,0.003249256,0.8
ENSG00000108298,RPL19,0.519075329,-0.2
ENSG00000108306,FBXL20,0.594517341,0.4
ENSG00000108309,RUNDC3A,0.130671706,1.8
ENSG00000108312,UBTF,0.009274706,-0.7
ENSG00000108342,CSF3,0.193421102,1.8
ENSG00000108344,PSMD3,0.96040038,0
ENSG00000108349,CASC3,0.503227349,-0.3
ENSG00000108352,RAPGEFL1,0.556650576,-0.3
ENSG00000108370,RGS9,4.79e-12,4.5
ENSG00000108375,RNF43,0.145328561,2.1
ENSG00000108379,WNT3,0.067934882,-0.6
ENSG00000108379,WNT3,0.067934882,-0.6
ENSG00000108381,ASPA,1.1e-06,5.1
ENSG00000108384,RAD51C,0.001149568,1.3
ENSG00000108387,SEPTIN4,0.126300546,2.1
ENSG00000108389,MTMR4,0.198851142,-0.7
ENSG00000108395,TRIM37,0.863750158,0.1
ENSG00000108405,P2RX1,1,0.4
ENSG00000108406,DHX40,0.313696444,-0.4
ENSG00000108417,KRT37,1,0.4
ENSG00000108423,TUBD1,0.050794034,-1
ENSG00000108424,KPNB1,0.005767044,-0.8
ENSG00000108433,GOSR2,0.71891251,0.1
ENSG00000108439,PNPO,0.262422085,-0.4
ENSG00000108443,RPS6KB1,0.157672277,-0.5
ENSG00000108452,ZNF29P,1,0
ENSG00000108465,CDK5RAP3,0.13962141,-0.7
ENSG00000108468,CBX1,0.006214724,-0.8
ENSG00000108469,RECQL5,0.342393733,-0.3
ENSG00000108474,PIGL,0.10788986,-0.5
ENSG00000108479,GALK1,0.848954411,-0.1
ENSG00000108506,INTS2,0.903920932,-0.1
ENSG00000108509,CAMTA2,0.108987864,0.5
ENSG00000108510,MED13,0.61605512,-0.2
ENSG00000108511,HOXB6,6.54e-18,3.8
ENSG00000108515,ENO3,1.11e-13,2.6
ENSG00000108518,PFN1,0.104134547,-0.4
ENSG00000108523,RNF167,0.828234732,-0.1
ENSG00000108528,SLC25A11,0.896039245,-0.1
ENSG00000108551,RASD1,0.003252856,3
ENSG00000108556,CHRNE,0.186049435,1.7
ENSG00000108557,RAI1,0.460490275,0.2
ENSG00000108559,NUP88,0.46916372,-0.3
ENSG00000108561,C1QBP,0.03140019,-0.7
ENSG00000108576,SLC6A4,0.36944094,1.3
ENSG00000108578,BLMH,0.003813565,-1
ENSG00000108582,CPD,0.794052914,0.1
ENSG00000108587,GOSR1,0.45057114,0.3
ENSG00000108588,CCDC47,0.03379036,-0.7
ENSG00000108590,MED31,0.511667795,-0.4
ENSG00000108591,DRG2,0.979236483,0
ENSG00000108592,FTSJ3,0.031934991,-0.6
ENSG00000108599,AKAP10,0.514646997,0.3
ENSG00000108602,ALDH3A1,0.394809663,1.2
ENSG00000108604,SMARCD2,0.069505779,-0.5
ENSG00000108622,ICAM2,0.009659745,3.3
ENSG00000108639,SYNGR2,0.704192641,0.2
ENSG00000108641,B9D1,0.538683876,-0.3
ENSG00000108651,UTP6,0.047088603,-0.5
ENSG00000108654,DDX5,0.306599285,-0.3
ENSG00000108666,C17orf75,0.63828024,-0.2
ENSG00000108669,CYTH1,0.257321941,0.4
ENSG00000108671,PSMD11,0.971400767,0
ENSG00000108679,LGALS3BP,1,0.8
ENSG00000108684,ASIC2,0.050411958,2.3
ENSG00000108688,CCL7,1,3.1
ENSG00000108691,CCL2,1,4
ENSG00000108700,CCL8,1,1.7
ENSG00000108702,CCL1,1,0
ENSG00000108733,PEX12,0.637310339,0.3
ENSG00000108759,KRT32,1,0.6
ENSG00000108771,DHX58,1.65e-06,3.6
ENSG00000108773,KAT2A,0.215114002,-0.4
ENSG00000108774,RAB5C,0.08468929,0.5
ENSG00000108784,NAGLU,1.95e-06,1.4
ENSG00000108786,HSD17B1,0.990680868,0
ENSG00000108788,MLX,0.582140651,0.2
ENSG00000108797,CNTNAP1,0.368646499,-0.5
ENSG00000108798,ABI3,0.00918103,2.5
ENSG00000108799,EZH1,0.663435259,0.3
ENSG00000108813,DLX4,1,-0.1
ENSG00000108819,PPP1R9B,0.119831861,-0.4
ENSG00000108821,COL1A1,7.43e-06,-2.1
ENSG00000108823,SGCA,1,1.2
ENSG00000108825,PTGES3L-AARSD1,1,0
ENSG00000108826,MRPL27,0.03674545,-0.7
ENSG00000108828,VAT1,0.044978141,0.8
ENSG00000108829,LRRC59,0.00027685,-0.8
ENSG00000108830,RND2,0.00180967,3.3
ENSG00000108839,ALOX12,0.725077841,0.4
ENSG00000108840,HDAC5,0.729164082,0.2
ENSG00000108846,ABCC3,0.007699426,1.5
ENSG00000108848,LUC7L3,0.331449075,-0.4
ENSG00000108849,PPY,1,0.6
ENSG00000108852,MPP2,0.006557658,0.9
ENSG00000108854,SMURF2,0.970091308,0
ENSG00000108861,DUSP3,6.93e-09,1.3
ENSG00000108878,CACNG1,1,0
ENSG00000108883,EFTUD2,0.002337244,-0.8
ENSG00000108924,HLF,5.53e-06,4.1
ENSG00000108932,SLC16A6,5.09e-14,6.2
ENSG00000108946,PRKAR1A,0.934482162,0
ENSG00000108947,EFNB3,1.24e-05,4.8
ENSG00000108950,FAM20A,1,3.7
ENSG00000108953,YWHAE,0.162253304,-0.5
ENSG00000108960,MMD,0.403516438,0.4
ENSG00000108961,RANGRF,0.803526768,-0.2
ENSG00000108963,DPH1,0.314921426,-0.3
ENSG00000108984,MAP2K6,4.17e-05,-2.5
ENSG00000109016,DHRS7B,0.536998815,0.3
ENSG00000109046,WSB1,0.557869624,0.2
ENSG00000109047,RCVRN,1,1.6
ENSG00000109061,MYH1,0.098909407,2.3
ENSG00000109062,SLC9A3R1,0.655415961,-0.2
ENSG00000109063,MYH3,0.003479536,1.5
ENSG00000109065,NAT9,0.926700974,0
ENSG00000109066,TMEM104,0.584968887,0.2
ENSG00000109072,VTN,1,0.4
ENSG00000109079,TNFAIP1,0.940505374,0
ENSG00000109083,IFT20,0.771460606,0.2
ENSG00000109084,TMEM97,0.031727363,-0.9
ENSG00000109089,CDR2L,0.725104772,-0.1
ENSG00000109099,PMP22,1.15e-05,2.1
ENSG00000109101,FOXN1,1,0
ENSG00000109103,UNC119,1.04e-06,1.4
ENSG00000109107,ALDOC,4.65e-08,3.4
ENSG00000109111,SUPT6H,0.640470607,0.2
ENSG00000109113,RAB34,0.916109871,-0.1
ENSG00000109118,PHF12,0.086804319,0.5
ENSG00000109132,PHOX2B,1,0
ENSG00000109133,TMEM33,0.992935141,0
ENSG00000109158,GABRA4,1,0
ENSG00000109163,GNRHR,0.840967829,0.3
ENSG00000109171,SLAIN2,0.583745047,0.2
ENSG00000109180,OCIAD1,0.857461844,0.1
ENSG00000109181,UGT2B10,1,0
ENSG00000109182,CWH43,1,0.6
ENSG00000109184,DCUN1D4,0.108538653,-0.6
ENSG00000109189,USP46,0.780606401,-0.1
ENSG00000109193,SULT1E1,1,0
ENSG00000109205,ODAM,1,0
ENSG00000109208,SMR3A,1,0
ENSG00000109220,CHIC2,0.665908697,0.2
ENSG00000109255,NMU,0.00104268,3.6
ENSG00000109265,CRACD,4.16e-06,4.9
ENSG00000109270,LAMTOR3,0.970950697,0
ENSG00000109272,PF4V1,1,-0.1
ENSG00000109320,NFKB1,0.38783223,0.4
ENSG00000109321,AREG,0.000392725,3.6
ENSG00000109323,MANBA,0.389625995,0.4
ENSG00000109332,UBE2D3,0.944445563,0
ENSG00000109339,MAPK10,0.662258669,0.6
ENSG00000109381,ELF2,0.787906544,-0.2
ENSG00000109390,NDUFC1,0.892382808,0.1
ENSG00000109424,UCP1,1,0.4
ENSG00000109436,TBC1D9,0.772932709,0.1
ENSG00000109445,ZNF330,0.0450518,-0.7
ENSG00000109452,INPP4B,2.18e-05,-1.4
ENSG00000109458,GAB1,0.511219692,-0.4
ENSG00000109466,KLHL2,0.880715848,0.1
ENSG00000109471,IL2,1,0
ENSG00000109472,CPE,3.16e-09,4.2
ENSG00000109475,RPL34,0.025977051,-0.8
ENSG00000109501,WFS1,0.692517248,0.2
ENSG00000109511,ANXA10,0.009105645,-2.5
ENSG00000109519,GRPEL1,0.009011637,-0.8
ENSG00000109534,GAR1,0.065621925,-0.7
ENSG00000109536,FRG1,0.879943571,-0.1
ENSG00000109572,CLCN3,0.836865133,0.1
ENSG00000109576,AADAT,0.203044498,-0.5
ENSG00000109586,GALNT7,0.000716911,1.8
ENSG00000109606,DHX15,0.041842274,-0.6
ENSG00000109610,SOD3,3.03e-17,7.6
ENSG00000109618,SEPSECS,0.382118842,0.4
ENSG00000109625,CPZ,1,1.7
ENSG00000109654,TRIM2,5.21e-07,1.5
ENSG00000109667,SLC2A9,0.112456929,2.2
ENSG00000109670,FBXW7,0.601347087,-0.3
ENSG00000109674,NEIL3,0.075132312,-1
ENSG00000109680,TBC1D19,0.976535772,0
ENSG00000109684,CLNK,1,0.2
ENSG00000109685,NSD2,0.00382032,-1.1
ENSG00000109686,SH3D19,0.727518169,-0.2
ENSG00000109689,STIM2,0.410639076,-0.3
ENSG00000109705,NKX3-2,1,0
ENSG00000109736,MFSD10,0.277507645,-0.4
ENSG00000109738,GLRB,0.03445477,-0.9
ENSG00000109743,BST1,0.001480362,1.9
ENSG00000109756,RAPGEF2,0.079005467,0.6
ENSG00000109758,HGFAC,1,1.1
ENSG00000109762,SNX25,0.704906976,-0.2
ENSG00000109771,LRP2BP,0.868133762,0.1
